green500_rank,top500_rank,Rmax,total_power,mflops_per_watt,how,Year,name,Total Cores,Computer,Site,Manufacturer,Country,Segment,Accelerator/Co-Processor Cores,Rpeak,Nmax,Nhalf,Architecture,Processor,processor_family,Proc_Frequency,operating_system,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,system_family,Interconnect Family,Interconnect,Region,Continent
58,122,715551,328.75,2176.58,Submission,2012,Avoca,65536,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",Victorian Life Sciences Computation Initiative,IBM,Australia,Research,0,838861,0,0,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Australia and New Zealand,Oceania
59,36,1788878,821.88,2176.57,Submission,2012,Fermi,163840,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",CINECA,IBM,Italy,Academic,0,2097152,0,0,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Southern Europe,Europe
60,269,357776,164.38,2176.52,Submission,2011,,32768,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom",IBM Rochester,IBM,United States,Vendor,0,419430.4,0,0,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas
61,270,357776,164.38,2176.52,Submission,2011,,32768,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom",Texas A&M University,IBM,United States,Academic,0,419430.4,0,0,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas
62,282,345600,159.64,2164.87,Top500,2014,Uri,10752,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ",Korea Meteorological Administration,Cray Inc.,"Korea, South",Research,0,447283.2,2469888,0,MPP,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Eastern Asia,Asia
63,2,17590000,8209,2142.77,Submission,2012,Titan,560640,"Cray XK7 , Opteron 6274 16C 2.200GHz, Cray Gemini interconnect, NVIDIA K20x",DOE/SC/Oak Ridge National Laboratory,Cray Inc.,United States,Research,261632,27112550,0,0,MPP,Opteron 6274 16C 2.2GHz,AMD x86_64,2200,Cray Linux Environment ,Linux,NVIDIA Tesla K20x,16,"Opteron 6200 Series ""Interlagos""",Cray XK7 ,Cray XK,Custom Interconnect,Cray Gemini interconnect,North America,Americas
64,373,273700,129.4,2115.146832,Submission,2011,Todi,8160,"Cray XK7 , Opteron 6272 16C 2.100GHz, Cray Gemini interconnect, NVIDIA Tesla K20 Kepler",Swiss National Supercomputing Centre (CSCS),Cray Inc.,Switzerland,Research,3808,392876.8,756480,0,MPP,Opteron 6272 16C 2.1GHz,AMD x86_64,2100,Cray Linux Environment ,Linux,NVIDIA Tesla K20x,16,"Opteron 6200 Series ""Interlagos""",Cray XK7 ,Cray XK,Custom Interconnect,Cray Gemini interconnect,Western Europe,Europe
65,22,2910000,1382.4,2105.034722,Derived,2015,,92160,"Fujitsu PRIMEHPC FX100, SPARC64 XIfx 32C 2.2GHz, Tofu interconnect 2","Information Technology Center, Nagoya University",Fujitsu,Japan,Academic,0,3244032,3061760,0,Cluster,SPARC64 XIfx 32C 2.2GHz,Sparc,2200,Linux,Linux,None,32,SPARC64 XIfx,Fujitsu PRIMEHPC FX100,Fujitsu PRIMEHPC,Proprietary Network,Tofu interconnect 2,Eastern Asia,Asia
66,72,1052000,500,2104,Top500,2014,QB-2,23040,"Dell C8220X Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, NVIDIA K20x",Louisiana Optical Network Initiative,Dell,United States,Academic,13440,1473600,1799168,0,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Redhat Enterprise Linux 6.4,Linux,NVIDIA Tesla K20x,10,Intel Xeon E5 (IvyBridge),Dell C8220X Cluster,Dell PowerEdge Cluster,Infiniband,Infiniband FDR,North America,Americas
67,213,430459,205,2099.8,Top500,2011,Manny,12960,"bullx DLC 720, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR",Bull,"Bull, Atos Group",France,Vendor,0,539136,1969920,0,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Redhat Enterprise Linux 6.4,Linux,None,12,Intel Xeon E5 (Haswell),bullx DLC 720,Bull Bullx,Infiniband,Infiniband FDR,Western Europe,Europe
68,244,395600,190,2082.11,Top500,2015,,105000,"Sugon TC6000, Intel Xeon E5-2630v2 6C 2.6GHz, Gigabit Ethernet",Internet Company S,Sugon,China,Industry,0,2184000,2374000,0,Cluster,Intel Xeon E5-2630v2 6C 2.6GHz,Intel IvyBridge,2600,Linux,Linux,None,6,Intel Xeon E5 (IvyBridge),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
69,400,253600,122,2078.69,Top500,2014,Leó NIIFI-Debrecen,4890,"Cluster Platform SL250s Gen8, Intel Xeon E5-2650v2  8C 2.6GHz, Infiniband FDR, NVIDIA K20x/K40",National Information Infrastructure Development,Hewlett-Packard,Hungary,Academic,3546,363840,1081000,0,Cluster,Intel Xeon E5-2650v2  8C 2.6GHz,Intel IvyBridge,2600,Linux,Linux,NVIDIA Tesla K20x,8,Intel Xeon E5 (IvyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,Eastern Europe,Europe
70,34,2071390,997,2077.62,Top500,2014,Tianhe-2 LvLiang Solution,174720,"Tianhe-2 LvLiang, Intel Xeon E5-2692v2 12C 2.2GHz, TH Express-2, Intel Xeon Phi 31S1P",LvLiang Cloud Computing Center,NUDT,China,Industry,153216,3074534.4,2366976,0,Cluster,Intel Xeon E5-2692v2 12C 2.2GHz,Intel IvyBridge,2200,Kylin Linux,Linux,Intel Xeon Phi 31S1P,12,Intel Xeon E5 (IvyBridge),Tianhe-2 LvLiang,Tianhe-2 LvLiang,Custom Interconnect,TH Express-2,Eastern Asia,Asia
71,190,467072,225.5,2071.27,Top500,2015,,13824,"SGI ICE XA, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR",SGI,SGI,United States,Vendor,0,575078,2359296,0,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,SUSE Linux Enterprise Server 11,Linux,None,12,Intel Xeon E5 (Haswell),SGI ICE XA,SGI ICE,Infiniband,Infiniband FDR,North America,Americas
72,38,1670090,807.59797,2067.972,Submission,2015,Prometheus,55728,"HP Apollo 8000, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, NVIDIA Tesla K40",Cyfronet,Hewlett-Packard,Poland,Academic,2160,2348640,5439592,0,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,NVIDIA Tesla K40,12,Intel Xeon E5 (Haswell),HP Apollo 8000,HP Apollo,Infiniband,Infiniband FDR,Eastern Europe,Europe
73,129,658112,320,2056.6,Top500,2014,Polytechnic RSC Tornado,19936,"RSC Tornado, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR",St. Petersburg Polytechnic University,RSC Group,Russia,Academic,0,829337.6,2253120,0,Cluster,Xeon E5-2697v3 14C 2.6GHz,Intel Haswell,2600,CentOS,Linux,None,14,Intel Xeon E5 (Haswell),RSC Tornado,RSC Cluster,Infiniband,Infiniband FDR,Eastern Europe,Europe
74,111,745997,365.8,2039.36,Top500,2014,COMA (PACS-IX),55664,"Cray CS300 1027GR, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR, Intel Xeon Phi 7110P","Center for Computational Sciences, University of Tsukuba",Cray Inc.,Japan,Academic,47824,998502,1638400,0,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,Intel Xeon Phi 7110P,10,Intel Xeon E5 (IvyBridge),Cray CS300 1027GR,Cray CS300,Infiniband,Infiniband FDR,Eastern Asia,Asia
75,61,1178300,580.9,2028.4,Top500,2015,Sekirei,38016,"SGI ICE XA, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",University of Tokyo/Institute for Solid State Physics,SGI,Japan,Academic,0,1520640,3194880,0,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,SUSE Linux Enterprise Server 11,Linux,None,12,Intel Xeon E5 (Haswell),SGI ICE XA,SGI ICE,Infiniband,Infiniband FDR,Eastern Asia,Asia
76,32,2249680,1134,1983.84,Top500,2015,Makman-2,76032,"Dell PowerEdge R630, Xeon E5-2680v3 12C 2.5GHz, Infiniband QDR",Saudi Aramco,Dell,Saudi Arabia,Industry,0,3041280,4460544,0,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Redhat Enterprise Linux 6.5,Linux,None,12,Intel Xeon E5 (Haswell),Dell PowerEdge R630,Dell PowerEdge Cluster,Infiniband,Infiniband QDR,Western Asia,Asia
77,284,343863,174,1976.22,Top500,2015,,20480,"Inspur TS10000 HPC Server, Xeon E5-2698v3 16C 2.3GHz, 10G Ethernet",Internet Company,Inspur,China,Industry,0,753664,2862167,0,Cluster,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,CentOS,Linux,None,16,Intel Xeon E5 (Haswell),Inspur TS10000 HPC Server,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia
78,251,384344,196.1,1959.94,Top500,2015,Iceberg,12096,"SGI ICE X, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",Honeywell Aerospace,SGI,United States,Industry,0,483840,2207040,0,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,SUSE Linux Enterprise Server 11,Linux,None,12,Intel Xeon E5 (Haswell),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,North America,Americas
79,107,758873,387.2,1959.9,Top500,2011,Endeavor,51392,"Intel Cluster, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR, Intel Xeon Phi 7110",Intel,Intel,United States,Industry,42944,933481.47,1564544,0,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Linux,Linux,Intel Xeon Phi 7110,12,Intel Xeon E5 (IvyBridge),Intel Cluster,Intel Cluster,Infiniband,Infiniband FDR,North America,Americas
80,9,5536990,2834,1953.77,Top500,2015,Shaheen II,196608,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ",King Abdullah University of Science and Technology,Cray Inc.,Saudi Arabia,Academic,0,7235174,9738048,0,MPP,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,Cray Linux Environment ,Linux,None,16,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Western Asia,Asia
81,264,363100,187.45,1937.05,Top500,2015,Abacus 2.0,11568,"Lenovo NeXtScale nx360M5, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, NVIDIA Tesla K40",University of Southern Denmark,Lenovo,Denmark,Academic,2160,582240,1021440,0,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,NVIDIA Tesla K40,12,Intel Xeon E5 (Haswell),Lenovo NeXtScale nx360M5,Lenovo NeXtScale,Infiniband,Infiniband FDR,Northern Europe,Europe
82,224,417256,215.6,1935.32,Submission,2012,Discover,35568,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband QDR, Intel Xeon Phi 5110P",NASA Center for Climate Simulation,IBM,United States,Government,28080,628842.24,960000,0,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,Intel Xeon Phi 5110P,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband QDR,North America,Americas
83,113,738065,384,1922.04,Top500,2015,HiperGator 2.0,29184,"PowerEdge C6320, Xeon E5-2698v3 16C 2.3GHz, Infiniband",University of Florida,Dell,United States,Academic,0,1073971,3500160,0,Cluster,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,Redhat Enterprise Linux 6.5,Linux,None,16,Intel Xeon E5 (Haswell),PowerEdge C6320,Dell PowerEdge Cluster,Infiniband,Infiniband,North America,Americas
84,85,976763,510,1915.22,Top500,2013,Conte,77520,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P",Purdue University,Hewlett-Packard,United States,Academic,68400,1341096,1793088,0,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,Intel Xeon Phi 5110P,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,North America,Americas
85,60,1189000,622.08,1911.329733,Derived,2015,SORA-MA,41472,"Fujitsu PRIMEHPC FX100, SPARC64 XIfx  32C 1.98GHz, Tofu interconnect 2",Japan Aerospace eXploration Agency,Fujitsu,Japan,Research,0,1310515,2032992,0,Cluster,SPARC64 XIfx  32C 1.98GHz,Sparc,1975,Linux,Linux,None,32,SPARC64 XIfx,Fujitsu PRIMEHPC FX100,Fujitsu PRIMEHPC,Proprietary Network,Tofu interconnect 2,Eastern Asia,Asia
86,191,466135,244,1910.39,Top500,2015,,28800,"Inspur TS10000 HPC Server, Xeon E5-2698v3 16C 2.3GHz, 10G Ethernet",Internet Company,Inspur,China,Industry,0,1059840,3394112,0,Cluster,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,CentOS,Linux,None,16,Intel Xeon E5 (Haswell),Inspur TS10000 HPC Server,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia
87,31,2376000,1244.16,1909.722222,Derived,2015,Plasma Simulator,82944,"Fujitsu PRIMEHPC FX100, SPARC64 XIfx  32C 1.98GHz, Tofu interconnect 2",National Institute for Fusion Science (NIFS),Fujitsu,Japan,Research,0,2621030,2860416,0,Cluster,SPARC64 XIfx  32C 1.98GHz,Sparc,1975,Linux,Linux,None,32,SPARC64 XIfx,Fujitsu PRIMEHPC FX100,Fujitsu PRIMEHPC,Proprietary Network,Tofu interconnect 2,Eastern Asia,Asia
88,82,989600,518.4,1908.950617,Derived,2015,HOKUSAI GreatWave,34560,"Fujitsu PRIMEHPC FX100, SPARC64 XIfx  32C 1.98GHz, Tofu interconnect 2","Advanced Center for Computing and Communication, RIKEN",Fujitsu,Japan,Research,0,1092096,1906944,0,Cluster,SPARC64 XIfx  32C 1.98GHz,Sparc,1975,Linux,Linux,None,32,SPARC64 XIfx,Fujitsu PRIMEHPC FX100,Fujitsu PRIMEHPC,Proprietary Network,Tofu interconnect 2,Eastern Asia,Asia
89,83,989600,518.4,1908.950617,Derived,2015,,34560,"Fujitsu PRIMEHPC FX100, SPARC64 XIfx  32C 1.98GHz, Tofu interconnect 2","Meteorological Research Institute, Japan Meteorological Agency",Fujitsu,Japan,Research,0,1092096,1906944,0,Cluster,SPARC64 XIfx  32C 1.98GHz,Sparc,1975,Linux,Linux,None,32,SPARC64 XIfx,Fujitsu PRIMEHPC FX100,Fujitsu PRIMEHPC,Proprietary Network,Tofu interconnect 2,Eastern Asia,Asia
90,1,33862700,17808,1901.54,Top500,2013,Tianhe-2 (MilkyWay-2),3120000,"TH-IVB-FEP Cluster, Intel Xeon E5-2692 12C 2.200GHz, TH Express-2, Intel Xeon Phi 31S1P",National Super Computer Center in Guangzhou,NUDT,China,Research,2736000,54902400,9960000,0,Cluster,Intel Xeon E5-2692v2 12C 2.2GHz,Intel IvyBridge,2200,Kylin Linux,Linux,Intel Xeon Phi 31S1P,12,Intel Xeon E5 (IvyBridge),TH-IVB-FEP Cluster,TH-IVB Cluster,Custom Interconnect,TH Express-2,Eastern Asia,Asia
91,259,366357,192.81,1900.09,Submission,2015,CooLMUC 2,11200,"IBM NeXtScale nx360M5, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR14",Leibniz Rechenzentrum,Lenovo/IBM,Germany,Academic,0,465920,0,0,Cluster,Xeon E5-2697v3 14C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,14,Intel Xeon E5 (Haswell),IBM NeXtScale nx360M5,IBM NeXtScale,Infiniband,Infiniband FDR14,Western Europe,Europe
92,24,2813620,1480.83,1900.03,Top500,2015,SuperMUC Phase 2,86016,"IBM NeXtScale nx360M5, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR14",Leibniz Rechenzentrum,Lenovo/IBM,Germany,Academic,0,3578266,4423680,0,Cluster,Xeon E5-2697v3 14C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,14,Intel Xeon E5 (Haswell),IBM NeXtScale nx360M5,IBM NeXtScale,Infiniband,Infiniband FDR14,Western Europe,Europe
93,90,944900,499.5279,1891.586036,Submission,2014,Piz Dora,30240,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ",Swiss National Supercomputing Centre (CSCS),Cray Inc.,Switzerland,Research,0,1257984,2885760,0,MPP,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Western Europe,Europe
94,176,486932,260,1872.82,Top500,2015,,30720,"Inspur TS10000 HPC Server, Xeon E5-2698v3 16C 2.3GHz, 10G Ethernet",Internet Company,Inspur,China,Industry,0,1130496,3505424,0,Cluster,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,CentOS,Linux,None,16,Intel Xeon E5 (Haswell),Inspur TS10000 HPC Server,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia
95,320,307200,165.3,1858.44,Top500,2014,magnolia,11648,"Cray XC40, Xeon E5-2695v3 14C 2.3GHz, Aries interconnect ","Academic Center for Computing and Media Studies (ACCMS),  Kyoto University",Cray Inc.,Japan,Academic,0,428646.4,1704960,0,MPP,Xeon E5-2695v3 14C 2.3GHz,Intel Haswell,2300,Cray Linux Environment ,Linux,None,14,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Eastern Asia,Asia
96,248,388442,209.95,1850.16,Top500,2013,PARAM Yuva - II,30056,"R2208GZ Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P",Center for Development of Advanced Computing (C-DAC),Netweb Technologies,India,Research,26520,520357.76,1225088,0,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,CentOS,Linux,Intel Xeon Phi 5110P,8,Intel Xeon E5 (SandyBridge),R2208GZ Cluster,Netweb Cluster,Infiniband,Infiniband FDR,South-central Asia,Asia
97,58,1250000,680,1838.24,Top500,2014,Sisu,40608,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ",CSC (Center for Scientific Computing),Cray Inc.,Finland,Academic,0,1689292.8,3301440,0,MPP,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Northern Europe,Europe
98,285,342585,186.6,1835.932476,Submission,2015,Shirokane3,12408,"HP Apollo 6000 Xl230/250 , Xeon E5-2670v3 12C 2.3GHz, Infiniband FDR, Intel Xeon Phi 7120P","University of Tokyo/Human Genome Center, Institute of Medical Science",Hewlett-Packard,Japan,Academic,1464,431731,2212608,0,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,Intel Xeon Phi 7120P,12,Intel Xeon E5 (Haswell),HP Apollo 6000 Xl230/250 ,HP Apollo,Infiniband,Infiniband FDR,Eastern Asia,Asia
99,27,2539130,1384,1834.63,Top500,2013,cascade,194616,"Atipa Visione IF442 Blade Server, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P",DOE/SC/Pacific Northwest National Laboratory,Atipa Technology,United States,Research,171720,3388032,4032000,0,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,Intel Xeon Phi 5110P,8,Intel Xeon E5 (SandyBridge),Atipa Visione IF442 Blade Server,Atipa Cluster,Infiniband,Infiniband FDR,North America,Americas
100,112,741748,405,1831.48,Top500,2015,Numerical Materials Simulator,25056,"SGI ICE X, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",National Institute for Materials Science,SGI,Japan,Research,0,1002240,1804032,0,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,SUSE Linux Enterprise Server 11,Linux,None,12,Intel Xeon E5 (Haswell),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Eastern Asia,Asia
101,493,209088,115,1818.16,Top500,2015,DEEP Booster,23424,"AURORA Booster, Intel Xeon Phi 7120x 61C 1.24GHz, EXTOLL",Forschungszentrum Juelich (FZJ),Eurotech,Germany,Research,0,463983,818040,0,Cluster,Intel Xeon Phi 7120x 61C 1.24GHz,Intel MIC,1238,Intel Xeon Phi Linux MicroOS,Linux,None,61,Intel Xeon Phi,AURORA Booster,Eurotech Cluster,Custom Interconnect,EXTOLL,Western Europe,Europe
102,51,1397000,785.625,1778.202068,Derived,2014,Beskow,53632,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ",KTH - Royal Institute of Technology,Cray Inc.,Sweden,Academic,0,1973657.6,3367296,0,MPP,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,Cray Linux Environment ,Linux,None,16,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Northern Europe,Europe
103,76,1029940,582,1769.656357,Submission,2015,Taurus,34656,"bullx DLC 720, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","TU Dresden, ZIH","Bull, Atos Group",Germany,Academic,0,1386240,2772480,0,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Bullx Linux,Linux,None,12,Intel Xeon E5 (Haswell),bullx DLC 720,Bull Bullx,Infiniband,Infiniband FDR,Western Europe,Europe
104,29,2395680,1359.375,1762.33931,Derived,2015,Nuri,69600,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ",Korea Meteorological Administration,Cray Inc.,"Korea, South",Research,0,2895360,6661248,0,MPP,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Eastern Asia,Asia
105,30,2395680,1359.375,1762.33931,Derived,2015,Miri,69600,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ",Korea Meteorological Administration,Cray Inc.,"Korea, South",Research,0,2895360,6661248,0,MPP,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Eastern Asia,Asia
106,305,325132.54,184.6166667,1761.122362,Derived,2015,,8360,"HP Apollo 6000 Xl230/250 , Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, NVIDIA Tesla K80",Energy Company,Hewlett-Packard,United States,Industry,5720,517000,1310720,0,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,NVIDIA Tesla K80,12,Intel Xeon E5 (Haswell),HP Apollo 6000 Xl230/250 ,HP Apollo,Infiniband,Infiniband FDR,North America,Americas
107,142,558800,319.872,1746.94878,Derived,2015,TIFR,11424,"Cray XC30, Intel Xeon E5-2680v2  10C 2.8GHz, Aries interconnect , NVIDIA K20x","Indian Lattice Gauge Theory Initiative (ILGTI), Tata Institute of Fundamental Research (TIFR)",Cray Inc.,India,Research,6664,730660,870912,0,MPP,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Cray Linux Environment ,Linux,NVIDIA Tesla K20x,10,Intel Xeon E5 (IvyBridge),Cray XC30,Cray XC,Custom Interconnect,Aries interconnect ,South-central Asia,Asia
108,43,1628770,934.8,1742.37,Top500,2014,Occigen,50544,"bullx  DLC, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR",Grand Equipement National de Calcul Intensif - Centre Informatique National de l'Enseignement Suprieur (GENCI-CINES),"Bull, Atos Group",France,Academic,0,2102630.4,3974400,0,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Redhat Enterprise Linux 6.4,Linux,None,12,Intel Xeon E5 (Haswell),bullx DLC 720,Bull Bullx,Infiniband,Infiniband FDR,Western Europe,Europe
109,78,1017040,586.875,1732.975506,Derived,2015,Lonestar 5,30048,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ",Texas Advanced Computing Center/Univ. of Texas,Cray Inc.,United States,Academic,0,1249997,3092352,0,MPP,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,Americas
110,422,241113,140,1722.24,Top500,2015,bwForCluster MLS&WISO Production,7552,"MEGWARE MiriQuid, Xeon E5-2630v3 8C 2.4GHz, Infiniband QDR",University Heidelberg and University Mannheim,MEGWARE,Germany,Academic,0,289996.8,1876992,0,Cluster,Xeon E5-2630v3 8C 2.4GHz,Intel Haswell,2400,CentOS,Linux,None,8,Intel Xeon E5 (Haswell),MEGWARE MiriQuid,MEGWARE Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
111,179,480108,279,1720.82,Top500,2015,BEM,17280,"Actina Solar 820 S6, Xeon E5-2670v3 12C 2.3GHz, Infiniband FDR",Wroclaw Centre for Networking and Supercomputing,ACTION,Poland,Academic,0,635904,2360000,0,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Scientific Linux,Linux,None,12,Intel Xeon E5 (Haswell),Actina Solar 820 S6,ACTION Cluster,Infiniband,Infiniband FDR,Eastern Europe,Europe
112,49,1424500,828.55,1719.2686,Submission,2015,JURECA,49476,"T-Platform V-Class Cluster, Xeon E5-2680v3 12C 2.5GHz, Infiniband EDR, NVIDIA Tesla K80/K40",Forschungszentrum Juelich (FZJ),T-Platforms,Germany,Research,4260,1693440,4000000,450000,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,CentOS,Linux,NVIDIA Tesla K80,12,Intel Xeon E5 (Haswell),T-Platform V-Class Cluster,T-Platforms Cluster,Infiniband,Infiniband EDR/ParTec Parastation ClusterSuite,Western Europe,Europe
